81688982,40204942,32329404
SLS
TSP
tsp-problem-25-6-100-5-1.txt,2564.25
tsp-problem-25-31-100-5-1.txt,2405.8
tsp-problem-25-62-100-5-1.txt,2416.81
tsp-problem-25-125-100-5-1.txt,2393.32
tsp-problem-25-250-100-5-1.txt,2408.92
tsp-problem-50-25-100-5-1.txt,4749.7
tsp-problem-50-125-100-5-1.txt,4600.31
tsp-problem-50-250-100-5-1.txt,4649.29
tsp-problem-50-500-100-5-1.txt,4651.7
tsp-problem-50-1000-100-5-1.txt,4642.98
tsp-problem-75-56-100-5-1.txt,6990.46
tsp-problem-75-281-100-5-1.txt,6834.86
tsp-problem-75-562-100-5-1.txt,6856.84
tsp-problem-75-1125-100-5-1.txt,6843.81
tsp-problem-75-2250-100-5-1.txt,6860.04
tsp-problem-100-100-100-5-1.txt,9061.56
tsp-problem-100-500-100-5-1.txt,9081.55
tsp-problem-100-1000-100-5-1.txt,8967.2
tsp-problem-100-2000-100-5-1.txt,8990.28
tsp-problem-100-4000-100-5-1.txt,8999.07
tsp-problem-200-400-100-5-1.txt,17834.17
tsp-problem-200-2000-100-5-1.txt,17686.14
tsp-problem-200-4000-100-5-1.txt,17682.46
tsp-problem-200-8000-100-5-1.txt,17675.01
tsp-problem-200-16000-100-5-1.txt,17706.86
tsp-problem-300-900-100-5-1.txt,26081.53
tsp-problem-300-4500-100-5-1.txt,26302.1
tsp-problem-300-9000-100-5-1.txt,26295.96
tsp-problem-300-18000-100-5-1.txt,26242.27
tsp-problem-300-36000-100-5-1.txt,26254.63
tsp-problem-400-1600-100-5-1.txt,34804.9
tsp-problem-400-8000-100-5-1.txt,34548.18
tsp-problem-400-16000-100-5-1.txt,34809.82
tsp-problem-400-32000-100-5-1.txt,34713.02
tsp-problem-400-64000-100-5-1.txt,34685.1
tsp-problem-600-3600-100-5-1.txt,51200.98
tsp-problem-600-18000-100-5-1.txt,51558.35
tsp-problem-600-36000-100-5-1.txt,51599.64
tsp-problem-600-72000-100-5-1.txt,51528.15
tsp-problem-600-144000-100-5-1.txt,51739.1
tsp-problem-800-6400-100-5-1.txt,68343.65
tsp-problem-800-32000-100-5-1.txt,68578.37
tsp-problem-800-64000-100-5-1.txt,68472.19
tsp-problem-800-128000-100-5-1.txt,68444.89
tsp-problem-25-6-100-25-1.txt,1511.3
tsp-problem-25-31-100-25-1.txt,1510.27
tsp-problem-25-62-100-25-1.txt,1719.68
tsp-problem-25-125-100-25-1.txt,1616.8
tsp-problem-25-250-100-25-1.txt,1572.91
tsp-problem-800-256000-100-5-1.txt,68419.69
tsp-problem-50-25-100-25-1.txt,2460.66
tsp-problem-50-125-100-25-1.txt,3172.33
tsp-problem-50-250-100-25-1.txt,2664.56
tsp-problem-50-500-100-25-1.txt,2832.97
tsp-problem-50-1000-100-25-1.txt,2641.99
tsp-problem-75-56-100-25-1.txt,4087.38
tsp-problem-75-281-100-25-1.txt,3702.28
tsp-problem-75-562-100-25-1.txt,3528.47
tsp-problem-75-1125-100-25-1.txt,3903.4
tsp-problem-75-2250-100-25-1.txt,3771.29
tsp-problem-100-100-100-25-1.txt,4363.53
tsp-problem-100-500-100-25-1.txt,4679.85
tsp-problem-100-1000-100-25-1.txt,4422.7
tsp-problem-100-2000-100-25-1.txt,4693.03
tsp-problem-100-4000-100-25-1.txt,4507.08
tsp-problem-200-400-100-25-1.txt,7123.99
tsp-problem-200-2000-100-25-1.txt,8729.76
tsp-problem-200-4000-100-25-1.txt,7845.33
tsp-problem-200-8000-100-25-1.txt,7814.85
tsp-problem-200-16000-100-25-1.txt,7859.51
tsp-problem-300-900-100-25-1.txt,11116.81
tsp-problem-300-4500-100-25-1.txt,10798.49
tsp-problem-300-9000-100-25-1.txt,11012.6
tsp-problem-300-18000-100-25-1.txt,11055.92
tsp-problem-300-36000-100-25-1.txt,10559.58
tsp-problem-400-1600-100-25-1.txt,13036.22
tsp-problem-400-8000-100-25-1.txt,13648.01
tsp-problem-400-16000-100-25-1.txt,13055.75
tsp-problem-400-32000-100-25-1.txt,13452.32
tsp-problem-400-64000-100-25-1.txt,12876.65
tsp-problem-600-3600-100-25-1.txt,21526.21
tsp-problem-600-18000-100-25-1.txt,17669.01
tsp-problem-600-36000-100-25-1.txt,17753.12
tsp-problem-600-72000-100-25-1.txt,18075.55
tsp-problem-600-144000-100-25-1.txt,17921.79
tsp-problem-800-6400-100-25-1.txt,19147.62
tsp-problem-800-32000-100-25-1.txt,22078.19
tsp-problem-800-64000-100-25-1.txt,22015.89
tsp-problem-800-128000-100-25-1.txt,21960.74
tsp-problem-800-256000-100-25-1.txt,22378.21
tsp-problem-1000-10000-100-25-1.txt,26238.2
tsp-problem-1000-50000-100-25-1.txt,27102.73
tsp-problem-1000-100000-100-25-1.txt,25250.63
tsp-problem-1000-10000-100-5-1.txt,85201.06
tsp-problem-1000-50000-100-5-1.txt,85406.96
tsp-problem-1000-100000-100-5-1.txt,85133.0
tsp-problem-1000-200000-100-5-1.txt,85235.11
tsp-problem-1000-400000-100-5-1.txt,85104.92
tsp-problem-1000-200000-100-25-1.txt,81215.27
tsp-problem-1000-400000-100-25-1.txt,88128.91
